Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,SMA_20,EMA_20,RSI_14,Bollinger_Upper,Bollinger_Lower,Return,Lag1_Return,Volatility_10,MACD,MACD_signal
2012-03-09,ADANIPORTS,EQ,145.25,146.3,148.5,129.75,134.0,135.0,135.27,5833743,78913656285000.0,46546.0,1992479,0.3414999999999999,145.3175,144.40492799283427,29.16666666666673,152.64468621946628,137.9903137805337,-0.07056798623063687,0.011842563566701436,0.02688606515846985,-0.6102214012789204,0.33863651161326025
2012-03-12,ADANIPORTS,EQ,135.0,135.0,137.3,128.4,130.35,129.9,130.93,5786647,75765522085000.0,37860.0,3414493,0.5901,144.6675,143.02350627923101,21.66874221668749,154.70344985408377,134.6315501459162,-0.03777777777777769,-0.07056798623063687,0.028341809843143818,-1.6771857398093744,-0.06452793867126672
2012-03-13,ADANIPORTS,EQ,129.9,125.0,133.95,125.0,131.2,131.1,131.31,5344550,70179731910000.0,41374.0,2684332,0.5023,144.07,141.8879342526376,30.414746543778847,155.79260075329074,132.34739924670924,0.009237875288683473,-0.03777777777777769,0.02557908490175951,-2.3982867373496504,-0.5312796984069434
2012-03-14,ADANIPORTS,EQ,131.1,132.05,137.25,132.05,135.4,135.75,135.08,2528804,34159068265000.0,24331.0,1205628,0.4768,143.65,141.3033690857197,38.78378378378379,155.94830968274226,131.35169031725775,0.035469107551487467,0.009237875288683473,0.029405875938914763,-2.5649808324327523,-0.9380199252121052
2012-03-15,ADANIPORTS,EQ,135.75,136.0,136.0,130.4,132.1,132.05,131.84,1691856,22305624735000.0,15426.0,950460,0.5618,142.895,140.4220958394607,36.4675984752224,156.10854568137128,129.68145431862874,-0.027255985267034877,0.035469107551487467,0.029988838051901563,-2.9615077635385205,-1.3427174928773882
2012-03-16,ADANIPORTS,EQ,132.05,132.75,135.75,130.25,131.85,133.15,133.31,1024696,13659793069999.998,8840.0,578164,0.5642,142.17249999999999,139.72951528332158,36.708860759493675,155.87403564194062,128.47096435805935,0.008330177962892815,-0.027255985267034877,0.03027533387898282,-3.15067834758392,-1.7043096638186945
2012-03-19,ADANIPORTS,EQ,133.15,133.45,133.85,130.85,131.6,131.85,131.63,886890,11673824605000.0,9426.0,511473,0.5767,141.24,138.97908525633858,27.64786795048144,155.09293432719895,127.38706567280109,-0.009763424708974955,0.008330177962892815,0.030270649946066645,-3.3666874564788998,-2.0367852223507357
2012-03-20,ADANIPORTS,EQ,131.85,131.85,133.3,129.45,132.35,132.35,132.11,1991819,26313277840000.0,9342.0,1471043,0.7384999999999999,140.225,138.34774380335395,27.548209366391163,153.5214775707507,126.92852242924928,0.003792188092529347,-0.009763424708974955,0.03030824908938035,-3.4576725138014126,-2.3209626806408714
2012-03-21,ADANIPORTS,EQ,132.35,131.4,132.6,130.25,131.4,131.15,131.37,1329184,17462064230000.002,17714.0,760292,0.5720000000000001,139.59,137.66224439351072,28.01120448179273,153.36207701340513,125.8179229865949,-0.009066868152625474,0.003792188092529347,0.030109720248368967,-3.5852799232273185,-2.573826129158161
2012-03-22,ADANIPORTS,EQ,131.15,132.85,133.2,124.8,126.3,125.9,129.55,2489358,32249793915000.0,17615.0,1554219,0.6243,138.68249999999998,136.5420306417478,23.485784919653895,153.56439557111182,123.80060442888814,-0.040030499428135746,-0.009066868152625474,0.030664388077106537,-4.063202766245013,-2.8717014565755314
2012-03-23,ADANIPORTS,EQ,125.9,125.1,127.95,120.75,123.0,123.45,123.03,4212337,51825568915000.0,31493.0,2869159,0.6811,137.72,135.29517058062896,22.78177458033572,153.9379043360305,121.5020956639695,-0.019459888800635428,-0.040030499428135746,0.023587235763335997,-4.58678103053245,-3.2147173713669153
2012-03-26,ADANIPORTS,EQ,123.45,123.0,123.7,119.05,119.75,120.55,121.0,1124699,13608458619999.998,14021.0,602271,0.5355,136.565,133.89086862056905,22.809123649459792,154.23037201479377,118.89962798520621,-0.02349129202106115,-0.019459888800635428,0.022006860208702836,-5.176059943800027,-3.606985885853538
2012-03-27,ADANIPORTS,EQ,120.55,121.55,123.0,118.25,121.65,121.5,120.66,1098462,13254512730000.0,14310.0,487096,0.4434,135.23499999999999,132.71078589480058,23.90532544378695,153.24570149719494,117.22429850280501,0.0078805474906678,-0.02349129202106115,0.021897963443329477,-5.502975788168641,-3.9861838663165585
2012-03-28,ADANIPORTS,EQ,121.5,121.5,121.5,117.0,118.55,118.25,118.44,1756343,20802789070000.0,26906.0,1083219,0.6167,133.715,131.33356819053387,19.178082191780803,152.0863191802076,115.34368081979241,-0.026748971193415683,0.0078805474906678,0.01656713144759014,-5.955653719931277,-4.380077837039503
2012-03-29,ADANIPORTS,EQ,118.25,118.0,125.5,116.1,124.15,124.2,120.57,2869127,34591643895000.0,29996.0,1933482,0.6739,132.5825,130.65418074381637,36.32911392405064,150.3263284304271,114.8386715695729,0.05031712473572947,-0.026748971193415683,0.0253080955205089,-5.7678013448743,-4.6576225386064625
2012-03-30,ADANIPORTS,EQ,124.2,124.5,130.0,124.1,128.9,129.5,127.74,1405080,17948326395000.0,24475.0,872331,0.6208,131.69,130.5442587682148,49.496221662468514,148.04782767716432,115.33217232283567,0.04267310789049916,0.05031712473572947,0.02943578424923977,-5.132101605500608,-4.752518351985292
2012-04-02,ADANIPORTS,EQ,129.5,129.4,132.7,128.6,129.85,129.5,131.11,773104,10135879215000.0,11751.0,376282,0.4867,130.85750000000002,130.44480555219434,47.92207792207793,145.74544195950162,115.96955804049841,0.0,0.04267310789049916,0.02932575064705351,-4.575560765757686,-4.717126834739771
2012-04-03,ADANIPORTS,EQ,129.5,129.5,132.4,125.1,128.8,129.4,130.32,598189,7795713484999.999,6537.0,290949,0.4864,130.16750000000002,130.34530026150915,40.64801178203241,143.87962582850884,116.45537417149121,-0.0007722007722007485,0.0,0.02927119551189417,-4.095358560651334,-4.592773179922084
2012-04-04,ADANIPORTS,EQ,129.4,129.4,132.25,128.3,131.8,131.65,131.01,763340,10000377740000.0,5962.0,392701,0.5145000000000001,129.5725,130.46955737946067,49.38461538461537,141.79097070282555,117.35402929717443,0.017387944358578045,-0.0007722007722007485,0.02974018637836698,-3.4929738294636934,-4.372813309830406
2012-04-09,ADANIPORTS,EQ,131.65,131.05,136.25,129.65,133.15,133.75,134.51,1171110,15752365444999.998,13179.0,466726,0.3985,128.9975,130.7819804861787,50.895522388059696,138.9889423909989,119.00605760900112,0.015951386251424227,0.017387944358578045,0.02627224811255966,-2.813692643154724,-4.060989176495269
2012-04-10,ADANIPORTS,EQ,133.75,134.3,134.7,131.0,131.6,131.95,132.33,364048,4817356490000.0,4931.0,88967,0.2444,128.845,130.89322043987596,50.147058823529406,138.53937710058977,119.15062289941024,-0.013457943925233695,0.015951386251424227,0.02567834308949629,-2.393017153674407,-3.727394771931097
2012-04-11,ADANIPORTS,EQ,131.95,130.1,133.45,125.45,127.4,127.35,129.81,607896,7891275245000.0,6998.0,229694,0.3779,128.7175,130.55577087417348,43.43832020997375,138.42052584384552,119.01447415615448,-0.034861690034103776,-0.013457943925233695,0.027373055296075657,-2.4031088111622125,-3.4625375797773206
2012-04-12,ADANIPORTS,EQ,127.35,129.7,131.0,127.8,128.15,128.25,129.17,567378,7328846845000.0,7943.0,262702,0.4629999999999999,128.575,130.33617364806173,46.16402116402116,138.21420175773565,118.93579824226433,0.007067137809187329,-0.034861690034103776,0.0273675157851095,-2.311834653226299,-3.2323969944671163
2012-04-13,ADANIPORTS,EQ,128.25,129.85,130.9,128.75,130.0,129.9,129.91,573117,7445141434999.999,6269.0,339256,0.5919,128.2825,130.29463330062728,55.84795321637427,137.34260776048487,119.22239223951513,0.012865497076023358,0.007067137809187329,0.02489511775321986,-2.082353935148575,-3.0023883826034083
2012-04-16,ADANIPORTS,EQ,129.9,129.9,130.95,128.65,128.9,128.9,129.37,225281,2914358895000.0,2891.0,86270,0.3829,128.125,130.16181108151991,58.320610687022906,137.01730891809075,119.23269108190925,-0.007698229407236301,0.012865497076023358,0.020806644673371465,-1.9586029003566523,-2.7936312861540573
